,Species,gene,dN,dS,dN/dS
1596,Mus_caroli,ENSG00000076826_CAMSAP3,0.001705,0.011101,0.153625
1597,Mus_pahari,ENSG00000076826_CAMSAP3,0.000840,0.030394,0.0276449
1598,Mesocricetus_auratus,ENSG00000076826_CAMSAP3,0.003560,0.054076,0.0658307
1599,Cricetulus_griseus,ENSG00000076826_CAMSAP3,0.003395,0.041661,0.0815023
1600,Microtus_ochrogaster,ENSG00000076826_CAMSAP3,0.005000,0.081417,0.0614097
1601,Peromyscus_maniculatus,ENSG00000076826_CAMSAP3,0.002757,0.068863,0.0400296
1602,Nannospalax_galili,ENSG00000076826_CAMSAP3,0.009782,0.247929,0.0394561
1603,Jaculus_jaculus,ENSG00000076826_CAMSAP3,0.002778,0.541710,0.00512827
1604,Dipodomys_ordii,ENSG00000076826_CAMSAP3,0.007754,0.532018,0.0145745
1605,Castor_canadensis,ENSG00000076826_CAMSAP3,0.016054,0.120207,0.133555
1606,Ictidomys_tridecemlineatus,ENSG00000076826_CAMSAP3,0.000751,0.028466,0.0263697
1607,Marmota_marmota,ENSG00000076826_CAMSAP3,0.001910,0.015647,0.122064
1608,Otolemur_garnettii,ENSG00000076826_CAMSAP3,0.017707,0.234665,0.0754575
1609,Propithecus_coquereli,ENSG00000076826_CAMSAP3,0.004873,0.037898,0.128591
1610,Microcebus_murinus,ENSG00000076826_CAMSAP3,0.005347,0.117230,0.0456107
1611,Callithrix_jacchus,ENSG00000076826_CAMSAP3,0.005373,0.061335,0.0875954
1612,Saimiri_boliviensis,ENSG00000076826_CAMSAP3,0.003184,0.044842,0.0710138
1613,Cebus_capucinus,ENSG00000076826_CAMSAP3,0.002340,0.056994,0.04106
1614,Mandrillus_leucophaeus,ENSG00000076826_CAMSAP3,0.000001,0.009933,0.0001
1615,Cercocebus_atys,ENSG00000076826_CAMSAP3,0.000707,0.006062,0.11655
1616,Papio_anubis,ENSG00000076826_CAMSAP3,0.000361,0.014592,0.0247266
1617,Macaca_mulatta,ENSG00000076826_CAMSAP3,0.002995,0.007735,0.387156
1618,Macaca_fascicularis,ENSG00000076826_CAMSAP3,0.000362,0.002200,0.164465
1619,Macaca_nemestrina,ENSG00000076826_CAMSAP3,0.000739,0.003398,0.217518
1620,Chlorocebus_sabaeus,ENSG00000076826_CAMSAP3,0.001463,0.019271,0.0759211
1621,Rhinopithecus_roxellana,ENSG00000076826_CAMSAP3,0.000000,0.003337,0.0001
1622,Rhinopithecus_bieti,ENSG00000076826_CAMSAP3,0.000729,0.002162,0.337109
1623,Piliocolobus_tephrosceles,ENSG00000076826_CAMSAP3,0.000360,0.014891,0.0241881
1624,Colobus_angolensis,ENSG00000076826_CAMSAP3,0.001141,0.017694,0.0644679
1625,Nomascus_leucogenys,ENSG00000076826_CAMSAP3,0.002551,0.070317,0.0362796
1626,Gorilla_gorilla,ENSG00000076826_CAMSAP3,0.000774,0.014532,0.0532587
1627,Pan_troglodytes,ENSG00000076826_CAMSAP3,0.000721,0.009944,0.0725525
1628,Pan_paniscus,ENSG00000076826_CAMSAP3,0.000001,0.008067,0.0001
1629,Homo_sapiens,ENSG00000076826_CAMSAP3,0.000719,0.011220,0.0640778
1630,Pongo_abelii,ENSG00000076826_CAMSAP3,0.002094,0.016170,0.129485
1631,Carlito_syrichta,ENSG00000076826_CAMSAP3,0.012369,0.262500,0.0471199
1632,Galeopterus_variegatus,ENSG00000076826_CAMSAP3,0.016484,0.211238,0.0780347
1633,Tupaia_belangeri,ENSG00000076826_CAMSAP3,0.020839,0.467880,0.0445396
1634,Dasypus_novemcinctus,ENSG00000076826_CAMSAP3,0.027308,0.342504,0.0797295
1635,Trichechus_manatus,ENSG00000076826_CAMSAP3,0.009972,0.114526,0.087074
1636,Procavia_capensis,ENSG00000076826_CAMSAP3,0.012326,0.219409,0.0561794
1637,Loxodonta_africana,ENSG00000076826_CAMSAP3,0.011122,0.137325,0.080989
1638,Echinops_telfairi,ENSG00000076826_CAMSAP3,0.027940,0.414178,0.0674597
1639,Chrysochloris_asiatica,ENSG00000076826_CAMSAP3,0.021939,0.311635,0.0703987
1640,Elephantulus_edwardii,ENSG00000076826_CAMSAP3,0.021992,0.389323,0.0564883
1641,Orycteropus_afer,ENSG00000076826_CAMSAP3,0.010694,0.236921,0.0451388
1642,Ornithorhynchus_anatinus,ENSG00000076826_CAMSAP3,0.044174,1.207399,0.0365863
1643,Monodelphis_domestica,ENSG00000108946_PRKAR1A,0.005383,0.109445,0.0491828
1644,Sarcophilus_harrisii,ENSG00000108946_PRKAR1A,0.008484,0.047862,0.177266
1645,Phascolarctos_cinereus,ENSG00000108946_PRKAR1A,0.001583,0.060104,0.0263336
1646,Erinaceus_europaeus,ENSG00000108946_PRKAR1A,0.004881,0.257200,0.0189755
1647,Sorex_araneus,ENSG00000108946_PRKAR1A,0.003512,0.560331,0.00626834
1648,Condylura_cristata,ENSG00000108946_PRKAR1A,0.001219,0.219750,0.00554761
1649,Panthera_tigris,ENSG00000108946_PRKAR1A,0.000001,0.006591,0.0001
1650,Panthera_pardus,ENSG00000108946_PRKAR1A,0.000001,0.009824,0.0001
1651,Felis_catus,ENSG00000108946_PRKAR1A,0.000001,0.013136,0.0001
1652,Acinonyx_jubatus,ENSG00000108946_PRKAR1A,0.000001,0.009905,0.0001
1653,Enhydra_lutris,ENSG00000108946_PRKAR1A,0.000003,0.034469,0.0001
1654,Mustela_putorius,ENSG00000108946_PRKAR1A,0.001210,0.041621,0.0290765
1655,Odobenus_rosmarus,ENSG00000108946_PRKAR1A,0.001217,0.024960,0.0487549
1656,Leptonychotes_weddellii,ENSG00000108946_PRKAR1A,0.002427,0.015853,0.153096
1657,Ailuropoda_melanoleuca,ENSG00000108946_PRKAR1A,0.000001,0.011253,0.0001
1658,Ursus_maritimus,ENSG00000108946_PRKAR1A,0.000002,0.015172,0.0001
1659,Manis_javanica,ENSG00000108946_PRKAR1A,0.003646,0.160205,0.0227573
1660,Equus_caballus,ENSG00000108946_PRKAR1A,0.000000,0.003278,0.0001
1661,Equus_przewalskii,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1662,Equus_asinus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1663,Ceratotherium_simum,ENSG00000108946_PRKAR1A,0.001213,0.086461,0.0140345
1664,Vicugna_pacos,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1665,Camelus_dromedarius,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1666,Camelus_ferus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1667,Camelus_bactrianus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1668,Balaenoptera_acutorostrata,ENSG00000108946_PRKAR1A,0.000009,0.093069,0.0001
1669,Physeter_catodon,ENSG00000108946_PRKAR1A,0.000003,0.032758,0.0001
1670,Lipotes_vexillifer,ENSG00000108946_PRKAR1A,0.000002,0.017310,0.0001
1671,Delphinapterus_leucas,ENSG00000108946_PRKAR1A,0.000002,0.016717,0.0001
1672,Tursiops_truncatus,ENSG00000108946_PRKAR1A,0.000001,0.013179,0.0001
1673,Orcinus_orca,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1674,Bubalus_bubalis,ENSG00000108946_PRKAR1A,0.000003,0.025368,0.0001
1675,Bos_taurus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1676,Bos_indicus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1677,Bos_mutus,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1678,Bison_bison,ENSG00000108946_PRKAR1A,0.000000,0.003225,0.0001
1679,Capra_hircus,ENSG00000108946_PRKAR1A,0.000001,0.012940,0.0001
1680,Ovis_aries,ENSG00000108946_PRKAR1A,0.001235,0.013548,0.0911892
1681,Pantholops_hodgsonii,ENSG00000108946_PRKAR1A,0.000002,0.021442,0.0001
1682,Odocoileus_virginianus,ENSG00000108946_PRKAR1A,0.002443,0.091643,0.0266532
1683,Sus_scrofa,ENSG00000108946_PRKAR1A,0.001215,0.092973,0.0130699
1684,Hipposideros_armiger,ENSG00000108946_PRKAR1A,0.003676,0.072497,0.0506987
1685,Rhinolophus_sinicus,ENSG00000108946_PRKAR1A,0.000006,0.057295,0.0001
1686,Pteropus_vampyrus,ENSG00000108946_PRKAR1A,0.000000,0.003204,0.0001
1687,Pteropus_alecto,ENSG00000108946_PRKAR1A,0.000000,0.003326,0.0001
1688,Rousettus_aegyptiacus,ENSG00000108946_PRKAR1A,0.000003,0.029067,0.0001
1689,Eptesicus_fuscus,ENSG00000108946_PRKAR1A,0.001222,0.023659,0.0516669
1690,Myotis_brandtii,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1691,Myotis_lucifugus,ENSG00000108946_PRKAR1A,0.000001,0.009770,0.0001
1692,Myotis_davidii,ENSG00000108946_PRKAR1A,0.000001,0.010806,0.0001
1693,Miniopterus_natalensis,ENSG00000108946_PRKAR1A,0.007373,0.187020,0.0394257
1694,Oryctolagus_cuniculus,ENSG00000108946_PRKAR1A,0.000010,0.100738,0.0001
1695,Ochotona_princeps,ENSG00000108946_PRKAR1A,0.001604,0.276974,0.00579265
1696,Heterocephalus_glaber,ENSG00000108946_PRKAR1A,0.002452,0.055635,0.0440814
1697,Fukomys_damarensis,ENSG00000108946_PRKAR1A,0.000006,0.063543,0.0001
1698,Cavia_porcellus,ENSG00000108946_PRKAR1A,0.000001,0.006513,0.0001
1699,Cavia_aperea,ENSG00000108946_PRKAR1A,0.005461,0.000005,999
1700,Chinchilla_lanigera,ENSG00000108946_PRKAR1A,0.001227,0.192532,0.00637173
1701,Rattus_norvegicus,ENSG00000108946_PRKAR1A,0.002135,0.073389,0.0290982
1702,Mus_musculus,ENSG00000108946_PRKAR1A,0.001227,0.003656,0.335772
1703,Mus_spretus,ENSG00000108946_PRKAR1A,0.000003,0.025955,0.0001
1704,Mus_caroli,ENSG00000108946_PRKAR1A,0.000002,0.021896,0.0001
1705,Mus_pahari,ENSG00000108946_PRKAR1A,0.001227,0.039622,0.0309696
1706,Meriones_unguiculatus,ENSG00000108946_PRKAR1A,0.001528,0.076430,0.0199944
1707,Mesocricetus_auratus,ENSG00000108946_PRKAR1A,0.003675,0.073442,0.0500396
1708,Cricetulus_griseus,ENSG00000108946_PRKAR1A,0.001222,0.049916,0.0244803
1709,Microtus_ochrogaster,ENSG00000108946_PRKAR1A,0.001224,0.085706,0.0142819
1710,Peromyscus_maniculatus,ENSG00000108946_PRKAR1A,0.000005,0.046726,0.0001
1711,Nannospalax_galili,ENSG00000108946_PRKAR1A,0.004475,0.135745,0.0329657
1712,Jaculus_jaculus,ENSG00000108946_PRKAR1A,0.003670,0.271689,0.0135068
1713,Dipodomys_ordii,ENSG00000108946_PRKAR1A,0.002445,0.281721,0.00867911
1714,Castor_canadensis,ENSG00000108946_PRKAR1A,0.002456,0.118856,0.0206678
1715,Ictidomys_tridecemlineatus,ENSG00000108946_PRKAR1A,0.000001,0.009987,0.0001
1716,Marmota_marmota,ENSG00000108946_PRKAR1A,0.000001,0.006348,0.0001
1717,Otolemur_garnettii,ENSG00000108946_PRKAR1A,0.003691,0.132105,0.0279403
1718,Propithecus_coquereli,ENSG00000108946_PRKAR1A,0.002460,0.042699,0.0576036
1719,Microcebus_murinus,ENSG00000108946_PRKAR1A,0.004902,0.021749,0.2254
1720,Callithrix_jacchus,ENSG00000108946_PRKAR1A,0.002463,0.036712,0.06708
1721,Aotus_nancymaae,ENSG00000108946_PRKAR1A,0.000003,0.033045,0.0001
1722,Saimiri_boliviensis,ENSG00000108946_PRKAR1A,0.000003,0.029849,0.0001
1723,Cebus_capucinus,ENSG00000108946_PRKAR1A,0.001231,0.033289,0.0369877
1724,Papio_anubis,ENSG00000108946_PRKAR1A,0.000001,0.006469,0.0001
1725,Chlorocebus_sabaeus,ENSG00000108946_PRKAR1A,0.001229,0.009751,0.126094
1726,Rhinopithecus_roxellana,ENSG00000108946_PRKAR1A,0.000001,0.000002,0.571738
1727,Rhinopithecus_bieti,ENSG00000108946_PRKAR1A,0.000001,0.000002,0.575856
1728,Piliocolobus_tephrosceles,ENSG00000108946_PRKAR1A,0.000000,0.003222,0.0001
1729,Colobus_angolensis,ENSG00000108946_PRKAR1A,0.000001,0.009705,0.0001
1730,Nomascus_leucogenys,ENSG00000108946_PRKAR1A,0.000001,0.012469,0.0001
1731,Gorilla_gorilla,ENSG00000108946_PRKAR1A,0.001228,0.000001,999
1732,Pan_troglodytes,ENSG00000108946_PRKAR1A,0.000000,0.000005,0.0001
1733,Pan_paniscus,ENSG00000108946_PRKAR1A,0.000001,0.006471,0.0001
1734,Homo_sapiens,ENSG00000108946_PRKAR1A,0.000002,0.016303,0.0001
1735,Pongo_abelii,ENSG00000108946_PRKAR1A,0.000003,0.025884,0.0001
1736,Carlito_syrichta,ENSG00000108946_PRKAR1A,0.002444,0.158746,0.0153982
1737,Galeopterus_variegatus,ENSG00000108946_PRKAR1A,0.001222,0.083500,0.0146389
1738,Tupaia_belangeri,ENSG00000108946_PRKAR1A,0.003645,0.128963,0.028261
1739,Dasypus_novemcinctus,ENSG00000108946_PRKAR1A,0.003678,0.083601,0.0439908
1740,Choloepus_hoffmanni,ENSG00000108946_PRKAR1A,0.003029,0.125341,0.0241685
1741,Trichechus_manatus,ENSG00000108946_PRKAR1A,0.001222,0.063150,0.0193518
1742,Procavia_capensis,ENSG00000108946_PRKAR1A,0.000023,0.228184,0.0001
1743,Loxodonta_africana,ENSG00000108946_PRKAR1A,0.000009,0.088564,0.0001
1744,Echinops_telfairi,ENSG00000108946_PRKAR1A,0.001302,0.380416,0.00342185
1745,Chrysochloris_asiatica,ENSG00000108946_PRKAR1A,0.002468,0.228421,0.0108066
1746,Elephantulus_edwardii,ENSG00000108946_PRKAR1A,0.003597,0.283117,0.0127045
1747,Orycteropus_afer,ENSG00000108946_PRKAR1A,0.002363,0.126222,0.0187245
1748,Ornithorhynchus_anatinus,ENSG00000108946_PRKAR1A,0.017724,0.599307,0.0295736
1749,Monodelphis_domestica,ENSG00000116544_DLGAP3,0.000007,0.074856,0.0001
1750,Sarcophilus_harrisii,ENSG00000116544_DLGAP3,0.002938,0.206237,0.0142443
1751,Phascolarctos_cinereus,ENSG00000116544_DLGAP3,0.005148,0.076737,0.067081
1752,Erinaceus_europaeus,ENSG00000116544_DLGAP3,0.019155,0.226723,0.0844869
1753,Condylura_cristata,ENSG00000116544_DLGAP3,0.005418,0.131690,0.0411397
1754,Panthera_tigris,ENSG00000116544_DLGAP3,0.001624,0.000002,999
1755,Panthera_pardus,ENSG00000116544_DLGAP3,0.000001,0.005353,0.0001
1756,Felis_catus,ENSG00000116544_DLGAP3,0.001327,0.007921,0.16751
1757,Acinonyx_jubatus,ENSG00000116544_DLGAP3,0.015219,0.024124,0.63089
1758,Enhydra_lutris,ENSG00000116544_DLGAP3,0.000869,0.032466,0.0267588
1759,Mustela_putorius,ENSG00000116544_DLGAP3,0.000864,0.011880,0.0727127
1760,Odobenus_rosmarus,ENSG00000116544_DLGAP3,0.000428,0.022003,0.0194431
1761,Leptonychotes_weddellii,ENSG00000116544_DLGAP3,0.000857,0.035948,0.0238266
1762,Ailuropoda_melanoleuca,ENSG00000116544_DLGAP3,0.001400,0.060859,0.0229999
1763,Manis_javanica,ENSG00000116544_DLGAP3,0.004014,0.126681,0.0316834
1764,Equus_caballus,ENSG00000116544_DLGAP3,0.000436,0.006360,0.0685142
1765,Equus_przewalskii,ENSG00000116544_DLGAP3,0.000949,0.003392,0.279811
1766,Equus_asinus,ENSG00000116544_DLGAP3,0.000439,0.001597,0.274774
1767,Ceratotherium_simum,ENSG00000116544_DLGAP3,0.003041,0.041001,0.0741627
1768,Camelus_dromedarius,ENSG00000116544_DLGAP3,0.000969,0.005470,0.177171
1769,Camelus_ferus,ENSG00000116544_DLGAP3,0.003046,0.008574,0.355262
1770,Camelus_bactrianus,ENSG00000116544_DLGAP3,0.002796,0.003395,0.823542
1771,Balaenoptera_acutorostrata,ENSG00000116544_DLGAP3,0.002650,0.020543,0.129011
1772,Physeter_catodon,ENSG00000116544_DLGAP3,0.002596,0.029877,0.0868864
1773,Lipotes_vexillifer,ENSG00000116544_DLGAP3,0.001305,0.010357,0.125962
1774,Delphinapterus_leucas,ENSG00000116544_DLGAP3,0.000862,0.011407,0.0755564
1775,Tursiops_truncatus,ENSG00000116544_DLGAP3,0.001297,0.006560,0.197725
1776,Orcinus_orca,ENSG00000116544_DLGAP3,0.000431,0.003204,0.134452
1777,Bubalus_bubalis,ENSG00000116544_DLGAP3,0.000002,0.023606,0.0001
1778,Bos_taurus,ENSG00000116544_DLGAP3,0.000000,0.000006,0.0001
1779,Bos_indicus,ENSG00000116544_DLGAP3,0.000441,0.001618,0.272581
1780,Bos_mutus,ENSG00000116544_DLGAP3,0.000912,0.001694,0.538464
1781,Bison_bison,ENSG00000116544_DLGAP3,0.000000,0.001609,0.0001
1782,Capra_hircus,ENSG00000116544_DLGAP3,0.002891,0.024798,0.116587
1783,Ovis_aries,ENSG00000116544_DLGAP3,0.003564,0.003352,1.06311
1784,Odocoileus_virginianus,ENSG00000116544_DLGAP3,0.003050,0.054657,0.0558001
1785,Sus_scrofa,ENSG00000116544_DLGAP3,0.003273,0.063466,0.0515718
1786,Hipposideros_armiger,ENSG00000116544_DLGAP3,0.003540,0.031060,0.113983
1787,Rhinolophus_sinicus,ENSG00000116544_DLGAP3,0.002220,0.055997,0.039645
1788,Pteropus_vampyrus,ENSG00000116544_DLGAP3,0.000890,0.003064,0.290604
1789,Pteropus_alecto,ENSG00000116544_DLGAP3,0.000448,0.006302,0.071123
1790,Rousettus_aegyptiacus,ENSG00000116544_DLGAP3,0.000002,0.018189,0.0001
1791,Eptesicus_fuscus,ENSG00000116544_DLGAP3,0.003068,0.030618,0.100187
1792,Myotis_brandtii,ENSG00000116544_DLGAP3,0.000531,0.003649,0.145458
1793,Myotis_lucifugus,ENSG00000116544_DLGAP3,0.000503,0.010790,0.0465986
1794,Myotis_davidii,ENSG00000116544_DLGAP3,0.002509,0.030956,0.0810639
1795,Miniopterus_natalensis,ENSG00000116544_DLGAP3,0.002205,0.071142,0.0309874
1796,Oryctolagus_cuniculus,ENSG00000116544_DLGAP3,0.004859,0.117670,0.0412967
1797,Ochotona_princeps,ENSG00000116544_DLGAP3,0.003096,0.182038,0.0170098
1798,Heterocephalus_glaber,ENSG00000116544_DLGAP3,0.001395,0.055094,0.0253247
1799,Fukomys_damarensis,ENSG00000116544_DLGAP3,0.003373,0.063993,0.052707
1800,Cavia_porcellus,ENSG00000116544_DLGAP3,0.000001,0.000001,1.42408
1801,Cavia_aperea,ENSG00000116544_DLGAP3,0.003290,0.014123,0.232963
1802,Octodon_degus,ENSG00000116544_DLGAP3,0.002740,0.103867,0.026381
1803,Chinchilla_lanigera,ENSG00000116544_DLGAP3,0.002711,0.066144,0.04098
1804,Rattus_norvegicus,ENSG00000116544_DLGAP3,0.000920,0.041945,0.021922
1805,Mus_musculus,ENSG00000116544_DLGAP3,0.000456,0.004112,0.110937
1806,Mus_spretus,ENSG00000116544_DLGAP3,0.000001,0.007852,0.0001
1807,Mus_caroli,ENSG00000116544_DLGAP3,0.000456,0.013388,0.0340987
1808,Mus_pahari,ENSG00000116544_DLGAP3,0.001366,0.028293,0.0482632
1809,Meriones_unguiculatus,ENSG00000116544_DLGAP3,0.001826,0.085936,0.0212441
1810,Mesocricetus_auratus,ENSG00000116544_DLGAP3,0.001822,0.039459,0.0461684
1811,Cricetulus_griseus,ENSG00000116544_DLGAP3,0.000912,0.031353,0.0290764
1812,Microtus_ochrogaster,ENSG00000116544_DLGAP3,0.001362,0.071620,0.0190183
1813,Peromyscus_maniculatus,ENSG00000116544_DLGAP3,0.001804,0.064145,0.0281314
1814,Nannospalax_galili,ENSG00000116544_DLGAP3,0.004407,0.123518,0.0356814
1815,Jaculus_jaculus,ENSG00000116544_DLGAP3,0.006629,0.230480,0.0287597
1816,Dipodomys_ordii,ENSG00000116544_DLGAP3,0.004385,0.166778,0.0262899
1817,Castor_canadensis,ENSG00000116544_DLGAP3,0.004209,0.109271,0.0385187
1818,Ictidomys_tridecemlineatus,ENSG00000116544_DLGAP3,0.000435,0.011171,0.0389632
1819,Marmota_marmota,ENSG00000116544_DLGAP3,0.001830,0.020205,0.090583
1820,Otolemur_garnettii,ENSG00000116544_DLGAP3,0.005258,0.128402,0.0409518
1821,Propithecus_coquereli,ENSG00000116544_DLGAP3,0.001112,0.035112,0.0316739
1822,Microcebus_murinus,ENSG00000116544_DLGAP3,0.001113,0.031166,0.0357091
1823,Callithrix_jacchus,ENSG00000116544_DLGAP3,0.005659,0.038547,0.146811
1824,Aotus_nancymaae,ENSG00000116544_DLGAP3,0.000436,0.020068,0.021737
1825,Saimiri_boliviensis,ENSG00000116544_DLGAP3,0.000424,0.019478,0.021761
1826,Cebus_capucinus,ENSG00000116544_DLGAP3,0.000370,0.027843,0.0132895
1827,Mandrillus_leucophaeus,ENSG00000116544_DLGAP3,0.000000,0.003587,0.0001
1828,Cercocebus_atys,ENSG00000116544_DLGAP3,0.000001,0.010426,0.0001
1829,Papio_anubis,ENSG00000116544_DLGAP3,0.000439,0.008852,0.049575
1830,Macaca_mulatta,ENSG00000116544_DLGAP3,0.000439,0.007782,0.0563922
1831,Macaca_fascicularis,ENSG00000116544_DLGAP3,0.000000,0.004662,0.0001
1832,Macaca_nemestrina,ENSG00000116544_DLGAP3,0.000000,0.001557,0.0001
1833,Chlorocebus_sabaeus,ENSG00000116544_DLGAP3,0.000438,0.009376,0.0466647
1834,Rhinopithecus_roxellana,ENSG00000116544_DLGAP3,0.000001,0.000001,1.16169
1835,Rhinopithecus_bieti,ENSG00000116544_DLGAP3,0.000001,0.006236,0.0001
1836,Piliocolobus_tephrosceles,ENSG00000116544_DLGAP3,0.001755,0.003203,0.547846
1837,Colobus_angolensis,ENSG00000116544_DLGAP3,0.000943,0.003196,0.295015
1838,Nomascus_leucogenys,ENSG00000116544_DLGAP3,0.001285,0.015622,0.0822631
1839,Gorilla_gorilla,ENSG00000116544_DLGAP3,0.000847,0.006251,0.135547
1840,Pan_troglodytes,ENSG00000116544_DLGAP3,0.000000,0.003137,0.0001
1841,Pan_paniscus,ENSG00000116544_DLGAP3,0.000000,0.003116,0.0001
1842,Homo_sapiens,ENSG00000116544_DLGAP3,0.000000,0.004717,0.0001
1843,Pongo_abelii,ENSG00000116544_DLGAP3,0.000002,0.016128,0.0001
1844,Carlito_syrichta,ENSG00000116544_DLGAP3,0.004870,0.112786,0.0431808
1845,Galeopterus_variegatus,ENSG00000116544_DLGAP3,0.006845,0.083750,0.0817302
1846,Tupaia_belangeri,ENSG00000116544_DLGAP3,0.036901,0.279690,0.131936
1847,Dasypus_novemcinctus,ENSG00000116544_DLGAP3,0.007355,0.187190,0.0392935
1848,Trichechus_manatus,ENSG00000116544_DLGAP3,0.001307,0.071035,0.0184038
1849,Procavia_capensis,ENSG00000116544_DLGAP3,0.007531,0.117747,0.0639624
1850,Loxodonta_africana,ENSG00000116544_DLGAP3,0.002629,0.063004,0.0417277
1851,Echinops_telfairi,ENSG00000116544_DLGAP3,0.007601,0.191703,0.0396484
1852,Chrysochloris_asiatica,ENSG00000116544_DLGAP3,0.007123,0.141481,0.050348
1853,Elephantulus_edwardii,ENSG00000116544_DLGAP3,0.004945,0.155184,0.0318645
1854,Orycteropus_afer,ENSG00000116544_DLGAP3,0.001804,0.117766,0.0153143
1855,Monodelphis_domestica,ENSG00000124813_RUNX2,0.001703,0.057383,0.0296698
1856,Sarcophilus_harrisii,ENSG00000124813_RUNX2,0.002385,0.050305,0.0474183
1857,Phascolarctos_cinereus,ENSG00000124813_RUNX2,0.021371,0.046149,0.463089
1858,Erinaceus_europaeus,ENSG00000124813_RUNX2,0.003145,0.078124,0.0402525
1859,Sorex_araneus,ENSG00000124813_RUNX2,0.001389,0.041538,0.0334428
1860,Condylura_cristata,ENSG00000124813_RUNX2,0.001300,0.033680,0.0386074
1861,Panthera_tigris,ENSG00000124813_RUNX2,0.000000,0.003167,0.0001
1862,Panthera_pardus,ENSG00000124813_RUNX2,0.029979,0.062840,0.477075
1863,Felis_catus,ENSG00000124813_RUNX2,0.003458,0.006778,0.510132
1864,Acinonyx_jubatus,ENSG00000124813_RUNX2,0.006760,0.011425,0.591686
1865,Enhydra_lutris,ENSG00000124813_RUNX2,0.000906,0.013672,0.0662387
1866,Mustela_putorius,ENSG00000124813_RUNX2,0.005921,0.034896,0.169683
1867,Odobenus_rosmarus,ENSG00000124813_RUNX2,0.000895,0.031557,0.0283507
1868,Ailuropoda_melanoleuca,ENSG00000124813_RUNX2,0.018908,0.026240,0.720581
1869,Ursus_maritimus,ENSG00000124813_RUNX2,0.001225,0.003012,0.40677
1870,Manis_javanica,ENSG00000124813_RUNX2,0.001305,0.037161,0.0351079
1871,Equus_caballus,ENSG00000124813_RUNX2,0.000000,0.000583,0.0001
1872,Equus_przewalskii,ENSG00000124813_RUNX2,0.000002,0.000001,2.30442
1873,Equus_asinus,ENSG00000124813_RUNX2,0.022737,0.069106,0.329018
1874,Ceratotherium_simum,ENSG00000124813_RUNX2,0.000002,0.017706,0.0001
1875,Vicugna_pacos,ENSG00000124813_RUNX2,0.010442,0.020714,0.50413
1876,Camelus_dromedarius,ENSG00000124813_RUNX2,0.015464,0.007478,2.06782
1877,Camelus_ferus,ENSG00000124813_RUNX2,0.002722,0.000023,117.537
1878,Camelus_bactrianus,ENSG00000124813_RUNX2,0.000000,0.003510,0.0001
1879,Balaenoptera_acutorostrata,ENSG00000124813_RUNX2,0.004060,0.032791,0.123828
1880,Physeter_catodon,ENSG00000124813_RUNX2,0.000001,0.012723,0.0001
1881,Lipotes_vexillifer,ENSG00000124813_RUNX2,0.000002,0.015493,0.0001
1882,Delphinapterus_leucas,ENSG00000124813_RUNX2,0.000903,0.004948,0.182487
1883,Tursiops_truncatus,ENSG00000124813_RUNX2,0.000001,0.012413,0.0001
1884,Orcinus_orca,ENSG00000124813_RUNX2,0.000001,0.009956,0.0001
1885,Bubalus_bubalis,ENSG00000124813_RUNX2,0.002430,0.006418,0.378561
1886,Bos_taurus,ENSG00000124813_RUNX2,0.001847,0.005072,0.364234
1887,Bos_indicus,ENSG00000124813_RUNX2,0.000944,0.002582,0.365415
1888,Bos_mutus,ENSG00000124813_RUNX2,0.000000,0.003557,0.0001
1889,Bison_bison,ENSG00000124813_RUNX2,0.000931,0.002640,0.35275
1890,Capra_hircus,ENSG00000124813_RUNX2,0.051014,0.117333,0.434785
1891,Ovis_aries,ENSG00000124813_RUNX2,0.002497,0.002606,0.958209
1892,Pantholops_hodgsonii,ENSG00000124813_RUNX2,0.000001,0.010172,0.0001
1893,Odocoileus_virginianus,ENSG00000124813_RUNX2,0.000003,0.031972,0.0001
1894,Sus_scrofa,ENSG00000124813_RUNX2,0.000937,0.067220,0.0139359
1895,Hipposideros_armiger,ENSG00000124813_RUNX2,0.000003,0.034213,0.0001
1896,Rhinolophus_sinicus,ENSG00000124813_RUNX2,0.000954,0.026259,0.0363418
1897,Pteropus_vampyrus,ENSG00000124813_RUNX2,0.004172,0.029114,0.143293
1898,Pteropus_alecto,ENSG00000124813_RUNX2,0.000002,0.000001,1.69735
1899,Rousettus_aegyptiacus,ENSG00000124813_RUNX2,0.000001,0.009092,0.0001
1900,Eptesicus_fuscus,ENSG00000124813_RUNX2,0.000001,0.014569,0.0001
1901,Myotis_brandtii,ENSG00000124813_RUNX2,0.062326,0.121214,0.514184
1902,Myotis_lucifugus,ENSG00000124813_RUNX2,0.000001,0.010150,0.0001
